step,uav,x,y
125,2,459.8442077636719,1029.647216796875
126,0,1178.9580078125,1007.4304809570312
126,1,774.0654907226562,343.7637634277344
126,2,445.75628662109375,1003.1608276367188
127,0,1161.9326171875,1027.670166015625
127,1,798.8472900390625,345.3153381347656
127,2,432.6639709472656,976.3268432617188
128,0,1144.408447265625,1046.98388671875
128,1,824.0374755859375,348.8790283203125
128,2,420.7926330566406,948.7755737304688
129,0,1126.439453125,1064.9825439453125
129,1,849.3524169921875,354.4744873046875
129,2,410.2187805175781,920.7008056640625
130,0,1106.0985107421875,1083.0076904296875
130,1,875.2628173828125,360.50469970703125
130,2,398.9507751464844,893.397216796875
131,0,1083.287841796875,1101.6025390625
131,1,899.543701171875,368.5239562988281
131,2,388.29437255859375,866.3068237304688
132,0,1059.3875732421875,1119.7347412109375
132,1,922.144775390625,377.95159912109375
132,2,380.3775634765625,838.753662109375
133,0,1034.862060546875,1137.0118408203125
133,1,944.9300537109375,386.9207763671875
133,2,375.0179748535156,812.119140625
134,0,1010.4122924804688,1153.5560302734375
134,1,967.7289428710938,395.8092346191406
134,2,372.34771728515625,787.1332397460938
135,0,987.7655029296875,1170.6082763671875
135,1,991.2195434570312,406.56927490234375
135,2,372.0654602050781,764.9642333984375
136,0,964.7106323242188,1187.557373046875
136,1,1013.9342041015625,419.0171813964844
136,2,374.0187683105469,744.67822265625
137,0,940.4041137695312,1203.27392578125
137,1,1035.752685546875,432.2086181640625
137,2,377.4563293457031,725.1615600585938
138,0,917.0952758789062,1217.1392822265625
138,1,1057.335205078125,446.4595031738281
138,2,380.8608093261719,705.9630126953125
139,0,894.8744506835938,1229.2098388671875
139,1,1078.45947265625,461.8761291503906
139,2,383.828857421875,685.9744873046875
140,0,873.5503540039062,1239.4683837890625
140,1,1098.8214111328125,478.1636657714844
140,2,386.4427490234375,664.0059204101562
141,0,853.4567260742188,1248.4417724609375
141,1,1118.6170654296875,496.06060791015625
141,2,390.1481018066406,640.2188110351562
142,0,837.5861206054688,1258.515380859375
142,1,1136.677734375,517.3580932617188
142,2,396.9852600097656,618.029541015625
143,0,825.8946533203125,1270.44189453125
143,1,1153.2647705078125,541.924560546875
143,2,407.22607421875,598.4223022460938
144,0,818.4022216796875,1283.659423828125
144,1,1167.75537109375,568.1928100585938
144,2,420.4886474609375,581.32177734375
145,0,814.61376953125,1296.9942626953125
145,1,1180.6214599609375,594.44775390625
145,2,435.7892150878906,566.223388671875
146,0,813.568603515625,1308.6634521484375
146,1,1192.0247802734375,620.3561401367188
146,2,451.3678894042969,552.1624145507812
147,0,813.8243408203125,1317.0565185546875
147,1,1201.8865966796875,645.1654663085938
147,2,465.6495056152344,537.795654296875
148,0,813.7293090820312,1321.4931640625
148,1,1210.1884765625,668.2301635742188
148,2,477.76007080078125,522.4036254882812
149,0,812.5698852539062,1322.0882568359375
149,1,1216.831298828125,689.4450073242188
149,2,487.5307922363281,506.11370849609375
150,0,810.0712280273438,1319.2447509765625
150,1,1222.00634765625,709.0068969726562
150,2,495.2884826660156,489.41619873046875
151,0,805.9641723632812,1313.39404296875
151,1,1226.2655029296875,729.0706176757812
151,2,501.70977783203125,472.8662414550781
152,0,800.2980346679688,1305.0523681640625
152,1,1230.39501953125,750.5964965820312
152,2,507.75128173828125,456.95361328125
153,0,791.1019287109375,1293.904541015625
153,1,1237.57958984375,774.7135009765625
153,2,516.35595703125,441.7468566894531
154,0,777.7451171875,1280.4429931640625
154,1,1245.1951904296875,800.6726684570312
154,2,527.4496459960938,427.45367431640625
155,0,760.4235229492188,1264.818115234375
155,1,1252.004150390625,826.5421752929688
155,2,540.8988647460938,414.14361572265625
156,0,739.53857421875,1247.1876220703125
156,1,1257.173828125,851.1583251953125
156,2,556.4862670898438,401.77362060546875
157,0,718.41162109375,1230.5830078125
157,1,1259.1727294921875,875.6088256835938
157,2,574.3829956054688,390.97698974609375
158,0,696.6390380859375,1216.38525390625
158,1,1259.9486083984375,901.2793579101562
158,2,595.5546875,381.9101257324219
159,0,674.7372436523438,1204.48876953125
159,1,1260.38623046875,928.568359375
159,2,619.7178955078125,375.17828369140625
160,0,652.294189453125,1193.0679931640625
160,1,1260.3236083984375,957.2608032226562
160,2,646.72119140625,370.5594482421875
161,0,627.9385986328125,1178.6683349609375
161,1,1258.138916015625,984.2681884765625
161,2,675.0963745117188,365.9611511230469
162,0,603.1614990234375,1161.75390625
162,1,1251.9793701171875,1009.214111328125
162,2,701.4151000976562,362.0426940917969
163,0,579.22998046875,1143.6629638671875
163,1,1242.17529296875,1031.8177490234375
163,2,726.2974243164062,356.7456359863281
164,0,556.2547607421875,1124.3720703125
164,1,1229.7821044921875,1051.82373046875
164,2,750.7640991210938,350.53082275390625
165,0,534.7943725585938,1103.408935546875
165,1,1215.1036376953125,1069.02294921875
165,2,774.14013671875,345.0356140136719
166,0,514.8701782226562,1080.980712890625
166,1,1198.5458984375,1083.6954345703125
166,2,796.7705688476562,341.1507568359375
167,0,495.3499450683594,1058.199951171875
167,1,1180.6668701171875,1096.933837890625
167,2,820.2097778320312,338.7082824707031
168,0,476.54833984375,1034.8226318359375
168,1,1160.6585693359375,1109.715576171875
168,2,843.2395629882812,338.3597412109375
169,0,458.53045654296875,1010.8360595703125
169,1,1139.01025390625,1122.784912109375
169,2,866.1427001953125,339.9281921386719
170,0,442.0990295410156,985.7360229492188
170,1,1116.1846923828125,1136.84619140625
170,2,888.8649291992188,343.6817932128906
171,0,427.0602111816406,959.77783203125
171,1,1092.53076171875,1152.1055908203125
171,2,911.7854614257812,349.46337890625
172,0,413.91497802734375,933.6153564453125
172,1,1068.335205078125,1168.201904296875
172,2,934.7391967773438,357.3478088378906
173,0,403.2344055175781,907.0220336914062
173,1,1043.821533203125,1184.263916015625
173,2,957.361328125,367.1153869628906
174,0,395.107666015625,880.4701538085938
174,1,1019.0321655273438,1199.2705078125
174,2,979.3482666015625,378.34613037109375
175,0,389.71759033203125,853.9908447265625
175,1,993.160400390625,1212.728271484375
175,2,1000.4898681640625,390.8674011230469
176,0,386.84942626953125,828.0360107421875
176,1,966.2683715820312,1223.9722900390625
176,2,1020.4573974609375,404.53265380859375
177,0,386.28350830078125,802.973876953125
177,1,938.52490234375,1232.5452880859375
177,2,1039.05615234375,419.2729797363281
178,0,387.6345520019531,779.082275390625
178,1,910.1416625976562,1238.219482421875
178,2,1056.17333984375,434.9362487792969
179,0,390.69476318359375,756.2022705078125
179,1,880.935546875,1241.262451171875
179,2,1071.802001953125,451.49127197265625
180,0,393.55377197265625,734.1995849609375
180,1,853.9902954101562,1244.1219482421875
180,2,1086.7200927734375,470.9712219238281
181,0,396.62762451171875,711.7368774414062
181,1,829.7064819335938,1248.969970703125
181,2,1101.2589111328125,493.5898132324219
182,0,402.4127502441406,687.8050537109375
182,1,808.0847778320312,1256.3583984375
182,2,1115.633056640625,519.3023681640625
183,0,411.3167419433594,662.9683227539062
183,1,788.434326171875,1265.114990234375
183,2,1129.03125,546.144287109375
184,0,423.06329345703125,638.0172729492188
184,1,769.2425537109375,1272.3302001953125
184,2,1141.67529296875,572.318115234375
185,0,436.7893371582031,613.6629028320312
185,1,748.678466796875,1275.4005126953125
185,2,1153.35888671875,597.4136962890625
186,0,451.7072448730469,590.6896362304688
186,1,726.5746459960938,1274.51123046875
186,2,1163.638916015625,623.2430419921875
187,0,467.482421875,567.4332275390625
187,1,703.7587280273438,1269.7039794921875
187,2,1174.16943359375,648.3906860351562
188,0,485.11383056640625,546.6298217773438
188,1,685.1066284179688,1264.0013427734375
188,2,1184.2003173828125,676.6640014648438
189,0,505.621337890625,528.4517211914062
189,1,671.0789794921875,1258.3489990234375
189,2,1194.2762451171875,704.9213256835938
190,0,528.448974609375,512.7129516601562
190,1,661.7432250976562,1252.487548828125
190,2,1206.193603515625,732.4526977539062
191,0,552.0380859375,498.21856689453125
191,1,652.7344970703125,1246.07177734375
191,2,1218.503173828125,759.8109741210938
192,0,575.852783203125,483.0385437011719
192,1,641.013671875,1237.6929931640625
192,2,1230.117431640625,787.4716186523438
193,0,599.9716186523438,466.5845642089844
193,1,625.9652709960938,1226.91064453125
193,2,1239.8568115234375,815.8467407226562
194,0,624.9085693359375,449.92828369140625
194,1,607.9669189453125,1213.70703125
194,2,1247.4248046875,844.87646484375
195,0,650.9093627929688,434.9629211425781
195,1,587.310791015625,1198.235107421875
195,2,1252.545166015625,874.4361572265625
196,0,678.1436157226562,422.8902587890625
196,1,564.666259765625,1180.5362548828125
196,2,1255.3614501953125,904.3037109375
197,0,706.0328369140625,411.83624267578125
197,1,542.091796875,1160.77783203125
197,2,1254.6368408203125,933.3690185546875
198,0,733.6541137695312,401.4023742675781
198,1,520.5263061523438,1139.9228515625
198,2,1250.026611328125,961.2184448242188
199,0,761.1439819335938,391.4102478027344
199,1,500.2136535644531,1117.8458251953125
199,2,1241.6922607421875,987.6658325195312
200,0,788.5341186523438,382.93597412109375
200,1,481.2286071777344,1094.6171875
200,2,1229.9256591796875,1012.794677734375
201,0,815.8771362304688,376.85205078125
201,1,463.6128234863281,1070.4644775390625
201,2,1215.255615234375,1036.4364013671875
202,0,843.4246215820312,373.5585021972656
202,1,447.4725341796875,1045.17626953125
202,2,1198.218017578125,1058.6165771484375
203,0,871.53515625,373.1728515625
203,1,432.26116943359375,1019.4437866210938
203,2,1179.296142578125,1079.438720703125
204,0,899.7803344726562,375.8006896972656
204,1,418.4163818359375,992.8295288085938
204,2,1159.1490478515625,1099.20703125
205,0,927.6519775390625,381.142578125
205,1,406.4240417480469,965.58740234375
205,2,1138.51220703125,1118.169677734375
206,0,954.9280395507812,388.5345458984375
206,1,396.29925537109375,938.1422729492188
206,2,1117.6181640625,1136.48876953125
207,0,980.9244995117188,397.510498046875
207,1,388.5441589355469,910.75146484375
207,2,1096.8555908203125,1154.160400390625
208,0,1005.2678833007812,407.5920715332031
208,1,383.36309814453125,883.9412231445312
208,2,1076.479248046875,1171.086181640625
209,0,1027.856201171875,418.39044189453125
209,1,380.63311767578125,858.1670532226562
209,2,1056.572265625,1187.074462890625
210,0,1048.3267822265625,428.7607727050781
210,1,379.63665771484375,832.888916015625
210,2,1035.9144287109375,1201.4892578125
211,0,1065.60595703125,438.64654541015625
211,1,379.1427307128906,808.0672607421875
211,2,1012.0293579101562,1213.9053955078125
212,0,1079.941650390625,447.68255615234375
212,1,378.5582580566406,783.9622802734375
212,2,984.7112426757812,1224.061279296875
213,0,1091.844970703125,456.2095031738281
213,1,378.2751159667969,760.1416015625
213,2,955.7105712890625,1231.739990234375
214,0,1101.76708984375,464.9387512207031
214,1,378.5173034667969,737.0870361328125
214,2,926.223876953125,1237.265869140625
215,0,1111.4013671875,475.35345458984375
215,1,379.5776062011719,714.6119995117188
215,2,898.5166015625,1242.7034912109375
216,0,1119.6669921875,489.75079345703125
216,1,381.0213928222656,695.5817260742188
216,2,869.8439331054688,1251.528564453125
217,0,1127.98681640625,508.1385192871094
217,1,384.1581726074219,677.5570068359375
217,2,842.503662109375,1263.8778076171875
218,0,1136.788330078125,530.2381591796875
218,1,388.2519836425781,658.9031982421875
218,2,816.8104248046875,1279.3651123046875
219,0,1146.893310546875,554.8907470703125
219,1,393.6215515136719,637.7506713867188
219,2,794.3132934570312,1295.01416015625
220,0,1157.73095703125,580.8170166015625
220,1,400.12725830078125,614.103515625
220,2,772.8372192382812,1308.0819091796875
221,0,1168.3619384765625,606.3870239257812
221,1,408.23126220703125,588.930419921875
221,2,750.95751953125,1316.836181640625
222,0,1178.0408935546875,630.6513061523438
222,1,418.4278564453125,563.6254272460938
222,2,728.3494262695312,1321.0262451171875
223,0,1186.3974609375,654.4559326171875
223,1,430.9811096191406,539.4646606445312
223,2,705.000244140625,1320.6798095703125
224,0,1193.727294921875,678.8629150390625
224,1,445.8841247558594,517.1735229492188
224,2,680.7275390625,1315.82470703125
225,0,1200.2425537109375,704.2490844726562
225,1,462.5905456542969,497.0703125
225,2,655.5249633789062,1306.5107421875
226,0,1205.6041259765625,730.7267456054688
226,1,480.5800476074219,479.07763671875
226,2,629.6004028320312,1292.7947998046875
227,0,1209.48486328125,758.2821044921875
227,1,499.38970947265625,462.91754150390625
227,2,604.70166015625,1276.06005859375
228,0,1211.4073486328125,786.725341796875
228,1,519.28076171875,448.0311279296875
228,2,580.626708984375,1258.1605224609375
229,0,1211.0760498046875,815.7130737304688
229,1,540.7733764648438,433.56103515625
229,2,556.9031982421875,1239.797607421875
230,0,1208.3560791015625,844.6773071289062
230,1,563.533935546875,419.68756103515625
230,2,533.510009765625,1221.0157470703125
231,0,1203.17138671875,873.0732421875
231,1,587.3816528320312,406.6434631347656
231,2,510.666748046875,1201.5687255859375
232,0,1195.5987548828125,900.5355224609375
232,1,612.09912109375,394.9532165527344
232,2,488.60943603515625,1181.234619140625
233,0,1185.8363037109375,926.8010864257812
233,1,637.611572265625,384.9619140625
233,2,467.3766784667969,1160.041015625
234,0,1173.578369140625,952.5917358398438
234,1,664.310546875,376.5343933105469
234,2,446.9400939941406,1138.07861328125
235,0,1159.4119873046875,977.9959716796875
235,1,691.778076171875,370.03924560546875
235,2,427.4044189453125,1115.3111572265625
236,0,1143.885986328125,1002.8446655273438
236,1,719.5833129882812,365.45458984375
236,2,408.9381103515625,1091.6680908203125
237,0,1127.276123046875,1026.9835205078125
237,1,747.3390502929688,362.55755615234375
237,2,391.80572509765625,1067.1485595703125
238,0,1109.658935546875,1050.328857421875
238,1,774.819091796875,360.9569396972656
238,2,376.10443115234375,1041.58544921875
239,0,1091.0848388671875,1072.75390625
239,1,801.7811889648438,360.47369384765625
239,2,361.7763977050781,1015.5382690429688
240,0,1071.366943359375,1094.3829345703125
240,1,828.6515502929688,361.089111328125
240,2,348.88189697265625,989.254638671875
241,0,1049.489013671875,1114.909912109375
241,1,854.2633056640625,363.4370422363281
241,2,337.7066650390625,965.218017578125
242,0,1026.2703857421875,1133.9072265625
242,1,878.855224609375,367.40533447265625
242,2,329.1517028808594,944.0952758789062
243,0,1002.0910034179688,1151.66552734375
243,1,902.3419799804688,373.069580078125
243,2,323.30224609375,926.0801391601562
244,0,979.2391357421875,1171.1024169921875
244,1,925.630615234375,380.8523254394531
244,2,319.31256103515625,909.9149780273438
245,0,960.0549926757812,1191.989990234375
245,1,949.1221923828125,389.9714050292969
245,2,316.60113525390625,892.7376098632812
246,0,942.3140258789062,1214.9525146484375
246,1,972.157470703125,399.69232177734375
246,2,313.63031005859375,873.0496215820312
247,0,923.4215087890625,1238.2564697265625
247,1,993.2002563476562,409.55816650390625
247,2,309.0262756347656,852.7137451171875
248,0,902.77783203125,1259.388916015625
248,1,1012.2437744140625,419.315673828125
248,2,304.0616149902344,832.6261596679688
249,0,879.9816284179688,1278.89111328125
249,1,1030.08544921875,431.3334655761719
249,2,301.7144470214844,813.4793701171875
